    Time,sec      Abs(UY,mm)      Abs(UZ,mm)   Phase(UY,deg)   Phase(UZ,deg)       Freqz(Hz)=189.16       Freqy(Hz)=189.16
    0.498100        0.007759        0.007759      -54.053648         -144.05       39.31        1.56
    0.498150        0.007759        0.007759      -53.693648         -143.69       39.31        1.56
    0.498200        0.007759        0.007759      -53.333648         -143.33       39.31        1.56
    0.498250        0.007759        0.007759      -52.973648         -142.97       39.31        1.56
    0.498300        0.007759        0.007759      -52.613648         -142.61       39.31        1.56
    0.498350        0.007759        0.007759      -52.253648         -142.25       39.31        1.56
    0.498400        0.007759        0.007759      -51.893648         -141.89       39.31        1.56
    0.498450        0.007759        0.007759      -51.533648         -141.53       39.31        1.56
    0.498500        0.007759        0.007759      -51.173648         -141.17       39.31        1.56
    0.498550        0.007759        0.007759      -50.813648         -140.81       39.31        1.56
    0.498600        0.007759        0.007759      -50.453648         -140.45       39.31        1.56
    0.498650        0.007759        0.007759      -50.093648         -140.09       39.31        1.56
    0.498700        0.007759        0.007759      -49.733648         -139.73       39.31        1.56
    0.498750        0.007759        0.007759      -49.373648         -139.37       39.31        1.56
    0.498800        0.007759        0.007759      -49.013648         -139.01       39.31        1.56
    0.498850        0.007759        0.007759      -48.653648         -138.65       39.31        1.56
    0.498900        0.007759        0.007759      -48.293648         -138.29       39.31        1.56
    0.498950        0.007759        0.007759      -47.933648         -137.93       39.31        1.56
    0.499000        0.007759        0.007759      -47.573648         -137.57       39.31        1.56
    0.499050        0.007759        0.007759      -47.213648         -137.21       39.31        1.56
    0.499100        0.007759        0.007759      -46.853648         -136.85       39.31        1.56
    0.499150        0.007759        0.007759      -46.493648         -136.49       39.31        1.56
    0.499200        0.007759        0.007759      -46.133648         -136.13       39.31        1.56
    0.499250        0.007759        0.007759      -45.773648         -135.77       39.31        1.56
    0.499300        0.007759        0.007759      -45.413648         -135.41       39.31        1.56
    0.499350        0.007759        0.007759      -45.053648         -135.05       39.31        1.56
    0.499400        0.007759        0.007759      -44.693648         -134.69       39.31        1.56
    0.499450        0.007759        0.007759      -44.333648         -134.33       39.31        1.56
    0.499500        0.007759        0.007759      -43.973648         -133.97       39.31        1.56
    0.499550        0.007759        0.007759      -43.613648         -133.61       39.31        1.56
    0.499600        0.007759        0.007759      -43.253648         -133.25       39.31        1.56
    0.499650        0.007759        0.007759      -42.893648         -132.89       39.31        1.56
    0.499700        0.007759        0.007759      -42.533648         -132.53       39.31        1.56
    0.499750        0.007759        0.007759      -42.173648         -132.17       39.31        1.56
    0.499800        0.007759        0.007759      -41.813648         -131.81       39.31        1.56
    0.499850        0.007759        0.007759      -41.453648         -131.45       39.31        1.56
    0.499900        0.007759        0.007759      -41.093648         -131.09       39.31        1.56
    0.499950        0.007759        0.007759      -40.733648         -130.73       39.31        1.56
